,Image_ID,class,xmin,ymin,width,height,xc_yolo,yc_yolo,width_yolo,height_yolo
538,ID_4RKLYK8H,fruit_healthy,118.0,169.0,284.0,234.5,0.5078125,0.55908203125,0.5546875,0.4580078125
539,ID_4RKLYK8H,fruit_healthy,299.0,354.5,213.0,157.5,0.7919921875,0.84619140625,0.416015625,0.3076171875
540,ID_4RS67IGF,fruit_brownspot,0.0,0.0,323.0,268.5,0.3154296875,0.26220703125,0.630859375,0.5244140625
541,ID_4S5SMSC3,fruit_healthy,66.5,149.0,262.5,211.0,0.38623046875,0.4970703125,0.5126953125,0.412109375
542,ID_4SV8BGBR,fruit_brownspot,150.5,28.0,296.0,233.5,0.5830078125,0.28271484375,0.578125,0.4560546875
543,ID_4SV8BGBR,fruit_brownspot,0.0,249.5,92.0,94.5,0.08984375,0.57958984375,0.1796875,0.1845703125
544,ID_4T1WWKOK,fruit_woodiness,212.0,129.5,174.5,227.0,0.58447265625,0.474609375,0.3408203125,0.443359375
545,ID_4TRRTTPA,fruit_brownspot,4.0,138.5,354.0,282.5,0.353515625,0.54638671875,0.69140625,0.5517578125
546,ID_4ULDDF4N,fruit_woodiness,122.5,153.5,174.5,203.0,0.40966796875,0.498046875,0.3408203125,0.396484375
547,ID_4UO5E5E1,fruit_brownspot,58.5,132.0,444.0,274.5,0.5478515625,0.52587890625,0.8671875,0.5361328125
548,ID_4VIRG9S1,fruit_woodiness,173.0,145.0,165.0,222.0,0.4990234375,0.5,0.322265625,0.43359375
549,ID_4VQXZ3ED,fruit_woodiness,254.0,164.0,224.0,287.0,0.71484375,0.6005859375,0.4375,0.560546875
550,ID_4VSZ97EK,fruit_brownspot,99.5,130.0,206.0,274.0,0.3955078125,0.521484375,0.40234375,0.53515625
551,ID_4WJUWHCQ,fruit_brownspot,18.0,17.5,348.0,252.0,0.375,0.2802734375,0.6796875,0.4921875
552,ID_4WWFWOV7,fruit_woodiness,217.0,142.0,160.0,214.5,0.580078125,0.48681640625,0.3125,0.4189453125
553,ID_4XDYCRXV,fruit_healthy,84.0,173.5,243.5,208.5,0.40185546875,0.54248046875,0.4755859375,0.4072265625
554,ID_4Y5FWNI1,fruit_woodiness,145.5,157.5,257.5,187.5,0.53564453125,0.49072265625,0.5029296875,0.3662109375
555,ID_4YIKP7PU,fruit_woodiness,259.0,45.0,221.0,301.0,0.7216796875,0.3818359375,0.431640625,0.587890625
556,ID_4YNJNYMG,fruit_brownspot,128.0,154.5,238.5,340.0,0.48291015625,0.6337890625,0.4658203125,0.6640625
557,ID_4Z16P9QC,fruit_healthy,88.5,197.5,222.0,173.5,0.3896484375,0.55517578125,0.43359375,0.3388671875
558,ID_4Z16P9QC,fruit_healthy,65.5,218.5,78.0,103.0,0.2041015625,0.52734375,0.15234375,0.201171875
559,ID_50OLDBSK,fruit_woodiness,237.0,33.5,249.5,306.0,0.70654296875,0.3642578125,0.4873046875,0.59765625
560,ID_511WB5GU,fruit_healthy,128.5,200.5,315.5,238.5,0.55908203125,0.62451171875,0.6162109375,0.4658203125
561,ID_511WB5GU,fruit_healthy,95.5,0.0,215.0,73.0,0.396484375,0.0712890625,0.419921875,0.142578125
562,ID_5271H3RI,fruit_healthy,126.5,161.5,241.0,204.0,0.482421875,0.5146484375,0.470703125,0.3984375
563,ID_52OKGU5P,fruit_healthy,109.5,172.0,270.0,218.5,0.4775390625,0.54931640625,0.52734375,0.4267578125
564,ID_52OKGU5P,fruit_healthy,240.5,0.0,139.5,99.5,0.60595703125,0.09716796875,0.2724609375,0.1943359375
565,ID_53CACTJ5,fruit_healthy,101.0,192.0,273.0,221.5,0.4638671875,0.59130859375,0.533203125,0.4326171875
566,ID_53P0BQZW,fruit_healthy,123.5,169.0,228.0,180.5,0.4638671875,0.50634765625,0.4453125,0.3525390625
567,ID_541MSUCZ,fruit_brownspot,59.0,56.0,276.0,219.0,0.384765625,0.3232421875,0.5390625,0.427734375
568,ID_543D5GXQ,fruit_woodiness,206.5,100.0,229.5,262.5,0.62744140625,0.45166015625,0.4482421875,0.5126953125
569,ID_543D5GXQ,fruit_woodiness,382.0,323.0,130.0,189.0,0.873046875,0.8154296875,0.25390625,0.369140625
570,ID_549XE5S9,fruit_healthy,206.0,166.0,142.0,136.0,0.541015625,0.45703125,0.27734375,0.265625
571,ID_54BZIUTV,fruit_woodiness,146.5,107.5,237.5,291.0,0.51806640625,0.494140625,0.4638671875,0.568359375
572,ID_54S0E84C,fruit_healthy,286.5,410.0,133.0,102.0,0.689453125,0.900390625,0.259765625,0.19921875
573,ID_54S0E84C,fruit_healthy,82.5,181.0,265.5,209.5,0.42041015625,0.55810546875,0.5185546875,0.4091796875
574,ID_54S0E84C,fruit_healthy,283.0,307.0,106.5,75.5,0.65673828125,0.67333984375,0.2080078125,0.1474609375
575,ID_54U70KQY,fruit_woodiness,233.0,422.5,181.5,89.5,0.63232421875,0.91259765625,0.3544921875,0.1748046875
576,ID_54U70KQY,fruit_woodiness,56.5,116.5,263.5,193.5,0.36767578125,0.41650390625,0.5146484375,0.3779296875
577,ID_54UWZI9R,fruit_brownspot,108.0,90.5,305.5,247.0,0.50927734375,0.41796875,0.5966796875,0.482421875
578,ID_55C50JEB,fruit_healthy,96.0,172.5,252.0,225.5,0.43359375,0.55712890625,0.4921875,0.4404296875
579,ID_567S29LD,fruit_healthy,89.5,161.5,258.5,197.5,0.42724609375,0.50830078125,0.5048828125,0.3857421875
580,ID_56JASSJ5,fruit_healthy,464.5,376.0,47.5,136.0,0.95361328125,0.8671875,0.0927734375,0.265625
581,ID_56JASSJ5,fruit_healthy,93.5,121.5,285.0,253.5,0.4609375,0.48486328125,0.556640625,0.4951171875
582,ID_589QJNS8,fruit_healthy,107.0,127.5,325.0,289.0,0.5263671875,0.53125,0.634765625,0.564453125
583,ID_58GLPZDS,fruit_woodiness,162.5,81.0,186.0,258.5,0.4990234375,0.41064453125,0.36328125,0.5048828125
584,ID_58GLPZDS,fruit_woodiness,105.5,339.5,129.5,163.0,0.33251953125,0.822265625,0.2529296875,0.318359375
585,ID_58KEWW7S,fruit_healthy,303.0,138.0,140.0,131.0,0.728515625,0.3974609375,0.2734375,0.255859375
586,ID_58KEWW7S,fruit_healthy,92.5,155.5,275.0,222.0,0.44921875,0.5205078125,0.537109375,0.43359375
587,ID_58LNK1NJ,fruit_healthy,140.5,202.5,208.0,175.0,0.4775390625,0.56640625,0.40625,0.341796875
588,ID_592041C8,fruit_woodiness,146.5,49.5,280.0,220.5,0.5595703125,0.31201171875,0.546875,0.4306640625
589,ID_59BAIVO7,fruit_brownspot,324.0,73.5,188.0,196.0,0.81640625,0.3349609375,0.3671875,0.3828125
590,ID_59BAIVO7,fruit_brownspot,66.5,106.5,292.0,225.5,0.4150390625,0.42822265625,0.5703125,0.4404296875
591,ID_59TADS1D,fruit_healthy,302.0,377.0,210.0,135.0,0.794921875,0.8681640625,0.41015625,0.263671875
592,ID_59TADS1D,fruit_healthy,122.5,183.0,278.0,231.0,0.5107421875,0.5830078125,0.54296875,0.451171875
593,ID_59TADS1D,fruit_healthy,93.5,0.0,130.0,104.0,0.3095703125,0.1015625,0.25390625,0.203125
594,ID_5A1I12L6,fruit_woodiness,216.0,252.5,158.0,198.5,0.576171875,0.68701171875,0.30859375,0.3876953125
595,ID_5BPN4F3W,fruit_healthy,56.0,197.5,264.0,216.0,0.3671875,0.5966796875,0.515625,0.421875
596,ID_5BQBO2J0,fruit_woodiness,155.0,77.0,267.0,213.0,0.5634765625,0.3583984375,0.521484375,0.416015625
597,ID_5BS801CH,fruit_woodiness,88.0,50.5,213.0,326.0,0.3798828125,0.4169921875,0.416015625,0.63671875
598,ID_5CHNWFYD,fruit_woodiness,81.5,173.5,226.0,164.0,0.3798828125,0.4990234375,0.44140625,0.3203125
599,ID_5DXCI9QG,fruit_brownspot,96.0,134.0,267.0,336.0,0.4482421875,0.58984375,0.521484375,0.65625
600,ID_5DYNOLDA,fruit_woodiness,38.5,321.5,128.0,156.0,0.2001953125,0.7802734375,0.25,0.3046875
601,ID_5DYNOLDA,fruit_woodiness,226.5,138.0,166.0,209.0,0.6044921875,0.4736328125,0.32421875,0.408203125
602,ID_5E16ZHYR,fruit_brownspot,198.5,87.5,220.0,322.5,0.6025390625,0.48583984375,0.4296875,0.6298828125
603,ID_5EA4GGG6,fruit_healthy,62.0,123.0,330.0,293.0,0.443359375,0.5263671875,0.64453125,0.572265625
604,ID_5F587CS6,fruit_woodiness,184.5,125.0,210.5,313.5,0.56591796875,0.55029296875,0.4111328125,0.6123046875
605,ID_5FFI5RKO,fruit_woodiness,174.0,382.5,78.0,90.5,0.416015625,0.83544921875,0.15234375,0.1767578125
606,ID_5FFI5RKO,fruit_woodiness,128.0,244.0,136.5,156.5,0.38330078125,0.62939453125,0.2666015625,0.3056640625
607,ID_5FFI5RKO,fruit_woodiness,336.0,210.0,84.0,97.0,0.73828125,0.5048828125,0.1640625,0.189453125
608,ID_5FFI5RKO,fruit_woodiness,374.0,169.0,79.5,91.5,0.80810546875,0.41943359375,0.1552734375,0.1787109375
609,ID_5FOAWJV1,fruit_healthy,121.0,175.5,235.0,174.0,0.4658203125,0.5126953125,0.458984375,0.33984375
610,ID_5G0Y46KD,fruit_woodiness,108.0,168.0,225.0,185.5,0.4306640625,0.50927734375,0.439453125,0.3623046875
611,ID_5G3E0Z7Q,fruit_brownspot,0.0,97.5,236.0,210.0,0.23046875,0.3955078125,0.4609375,0.41015625
612,ID_5GT6LYKK,fruit_healthy,103.0,214.5,217.5,179.5,0.41357421875,0.59423828125,0.4248046875,0.3505859375
613,ID_5GW1GVOG,fruit_healthy,144.5,150.5,237.5,196.5,0.51416015625,0.48583984375,0.4638671875,0.3837890625
614,ID_5H0RQ905,fruit_brownspot,16.0,54.5,266.5,317.5,0.29150390625,0.41650390625,0.5205078125,0.6201171875
615,ID_5HIF2OU0,fruit_woodiness,37.5,161.0,261.5,217.5,0.32861328125,0.52685546875,0.5107421875,0.4248046875
616,ID_5HN4PL8M,fruit_woodiness,114.0,144.0,235.5,186.0,0.45263671875,0.462890625,0.4599609375,0.36328125
617,ID_5INWT7ST,fruit_brownspot,43.5,61.5,271.5,195.5,0.35009765625,0.31103515625,0.5302734375,0.3818359375
618,ID_5J5HSA2R,fruit_healthy,0.0,124.0,58.0,82.5,0.056640625,0.32275390625,0.11328125,0.1611328125
619,ID_5J5HSA2R,fruit_healthy,137.0,200.5,229.5,196.0,0.49169921875,0.5830078125,0.4482421875,0.3828125
620,ID_5JTAKVR3,fruit_healthy,96.0,162.5,289.5,230.5,0.47021484375,0.54248046875,0.5654296875,0.4501953125
621,ID_5JVNWQ40,fruit_brownspot,217.5,118.5,229.0,267.0,0.6484375,0.4921875,0.447265625,0.521484375
622,ID_5KG6ZA3R,fruit_brownspot,0.0,72.0,309.5,243.0,0.30224609375,0.3779296875,0.6044921875,0.474609375
623,ID_5LC4R5CH,fruit_woodiness,195.0,84.0,265.0,319.5,0.6396484375,0.47607421875,0.517578125,0.6240234375
624,ID_5LHMLZBK,fruit_healthy,115.5,188.0,271.5,235.5,0.49072265625,0.59716796875,0.5302734375,0.4599609375
625,ID_5LOTSJ2S,fruit_brownspot,30.5,174.5,241.5,192.0,0.29541015625,0.5283203125,0.4716796875,0.375
626,ID_5LSWR9I5,fruit_healthy,0.0,297.5,128.5,94.5,0.12548828125,0.67333984375,0.2509765625,0.1845703125
627,ID_5LSWR9I5,fruit_healthy,242.5,448.0,37.5,36.0,0.51025390625,0.91015625,0.0732421875,0.0703125
628,ID_5LSWR9I5,fruit_healthy,269.5,125.0,176.0,136.0,0.6982421875,0.376953125,0.34375,0.265625
629,ID_5LSWR9I5,fruit_healthy,477.0,456.0,35.0,48.5,0.9658203125,0.93798828125,0.068359375,0.0947265625
630,ID_5LYPDPT8,fruit_healthy,138.0,167.5,268.5,222.0,0.53173828125,0.5439453125,0.5244140625,0.43359375
631,ID_5MH8LRPX,fruit_brownspot,33.0,220.0,342.5,275.0,0.39892578125,0.6982421875,0.6689453125,0.537109375
632,ID_5MPNA3LI,fruit_woodiness,46.0,170.5,332.0,234.5,0.4140625,0.56201171875,0.6484375,0.4580078125
633,ID_5NVOZH4A,fruit_woodiness,173.0,192.5,169.0,190.0,0.5029296875,0.5615234375,0.330078125,0.37109375
634,ID_5O38EUZY,fruit_brownspot,26.0,124.5,299.0,217.5,0.3427734375,0.45556640625,0.583984375,0.4248046875
635,ID_5O3PLDOL,fruit_brownspot,97.0,222.5,315.5,245.5,0.49755859375,0.67431640625,0.6162109375,0.4794921875
636,ID_5O7MLN5C,fruit_woodiness,185.5,200.0,193.5,232.0,0.55126953125,0.6171875,0.3779296875,0.453125
637,ID_5OGKS4XD,fruit_brownspot,174.5,180.0,196.5,257.5,0.53271484375,0.60302734375,0.3837890625,0.5029296875
638,ID_5ON5EFBP,fruit_brownspot,151.5,130.0,185.0,240.0,0.4765625,0.48828125,0.361328125,0.46875
639,ID_5PH8S6XV,fruit_woodiness,23.5,190.5,228.5,160.5,0.26904296875,0.52880859375,0.4462890625,0.3134765625
640,ID_5PJE0N3M,fruit_healthy,117.0,195.5,205.5,168.5,0.42919921875,0.54638671875,0.4013671875,0.3291015625
641,ID_5Q3R85C7,fruit_brownspot,229.5,69.5,226.5,269.0,0.66943359375,0.3984375,0.4423828125,0.525390625
642,ID_5Q3R85C7,fruit_brownspot,65.5,305.5,154.5,185.0,0.27880859375,0.77734375,0.3017578125,0.361328125
643,ID_5RJJWPAY,fruit_brownspot,43.5,163.0,339.0,244.5,0.416015625,0.55712890625,0.662109375,0.4775390625
644,ID_5SHF75I6,fruit_woodiness,434.5,292.5,77.5,108.0,0.92431640625,0.6767578125,0.1513671875,0.2109375
645,ID_5SHF75I6,fruit_woodiness,25.5,70.5,311.5,223.0,0.35400390625,0.35546875,0.6083984375,0.435546875
646,ID_5T3WJDRT,fruit_healthy,90.0,330.0,89.5,69.0,0.26318359375,0.7119140625,0.1748046875,0.134765625
647,ID_5T3WJDRT,fruit_healthy,178.0,328.5,88.0,71.0,0.43359375,0.7109375,0.171875,0.138671875
648,ID_5T3WJDRT,fruit_healthy,106.5,131.0,239.5,223.0,0.44189453125,0.4736328125,0.4677734375,0.435546875
649,ID_5T8FJKUH,fruit_healthy,149.0,222.0,182.5,134.5,0.46923828125,0.56494140625,0.3564453125,0.2626953125
650,ID_5TAHI8E7,fruit_woodiness,124.5,200.0,237.5,193.0,0.47509765625,0.5791015625,0.4638671875,0.376953125
651,ID_5TPPGHQY,fruit_brownspot,0.0,108.0,327.5,213.0,0.31982421875,0.4189453125,0.6396484375,0.416015625
652,ID_5UEMJI6J,fruit_healthy,60.5,163.0,272.0,218.5,0.3837890625,0.53173828125,0.53125,0.4267578125
653,ID_5UFBH9G5,fruit_healthy,62.0,161.5,290.0,230.5,0.404296875,0.54052734375,0.56640625,0.4501953125
654,ID_5UJYRU7C,fruit_woodiness,176.0,154.5,141.0,209.0,0.4814453125,0.505859375,0.275390625,0.408203125
655,ID_5UM5RHQV,fruit_brownspot,165.5,152.0,232.0,298.5,0.5498046875,0.58837890625,0.453125,0.5830078125
656,ID_5VONL1IP,fruit_healthy,62.0,179.5,273.0,220.0,0.3876953125,0.5654296875,0.533203125,0.4296875
657,ID_5W4WRHB5,fruit_woodiness,263.5,210.5,192.5,255.5,0.70263671875,0.66064453125,0.3759765625,0.4990234375
658,ID_5WOTO68F,fruit_woodiness,214.0,114.5,272.5,363.0,0.68408203125,0.578125,0.5322265625,0.708984375
659,ID_5WSIAXTZ,fruit_brownspot,185.5,152.0,188.0,240.0,0.5458984375,0.53125,0.3671875,0.46875
660,ID_5Y1FJF3Z,fruit_brownspot,238.5,88.0,228.0,278.5,0.6884765625,0.44384765625,0.4453125,0.5439453125
661,ID_5YL9JW28,fruit_woodiness,38.5,133.5,327.0,257.5,0.39453125,0.51220703125,0.638671875,0.5029296875
662,ID_5YSOAJPE,fruit_brownspot,162.5,70.0,201.0,361.5,0.513671875,0.48974609375,0.392578125,0.7060546875
663,ID_5ZE87Q4J,fruit_healthy,165.0,165.0,209.0,180.5,0.5263671875,0.49853515625,0.408203125,0.3525390625
664,ID_61R6XLYR,fruit_healthy,173.5,195.5,178.0,121.5,0.5126953125,0.50048828125,0.34765625,0.2373046875
665,ID_64AVZYQM,fruit_healthy,113.0,188.0,245.0,201.5,0.4599609375,0.56396484375,0.478515625,0.3935546875
666,ID_64JZEN41,fruit_brownspot,150.5,202.5,197.5,163.0,0.48681640625,0.5546875,0.3857421875,0.318359375
667,ID_64OR2I2E,fruit_brownspot,76.0,194.0,296.0,220.0,0.4375,0.59375,0.578125,0.4296875
668,ID_64ORYECV,fruit_brownspot,112.0,248.0,236.0,264.0,0.44921875,0.7421875,0.4609375,0.515625
669,ID_64P4YKJR,fruit_woodiness,92.0,200.0,216.5,166.0,0.39111328125,0.552734375,0.4228515625,0.32421875
670,ID_64S2GR62,fruit_woodiness,282.5,162.0,145.0,122.0,0.693359375,0.435546875,0.283203125,0.23828125
671,ID_64S2GR62,fruit_woodiness,150.0,148.5,155.5,117.5,0.44482421875,0.40478515625,0.3037109375,0.2294921875
672,ID_64VVWO53,fruit_healthy,81.0,198.0,290.5,218.0,0.44189453125,0.599609375,0.5673828125,0.42578125
673,ID_655NUIVY,fruit_brownspot,129.5,162.5,208.0,171.0,0.4560546875,0.484375,0.40625,0.333984375
674,ID_65BD8M49,fruit_brownspot,404.5,316.5,107.5,193.0,0.89501953125,0.806640625,0.2099609375,0.376953125
675,ID_65BD8M49,fruit_brownspot,111.0,44.0,332.0,251.5,0.541015625,0.33154296875,0.6484375,0.4912109375
676,ID_65BD8M49,fruit_brownspot,387.5,109.5,124.5,185.5,0.87841796875,0.39501953125,0.2431640625,0.3623046875
677,ID_65LYM4CJ,fruit_healthy,120.0,46.0,241.5,350.5,0.47021484375,0.43212890625,0.4716796875,0.6845703125
678,ID_65YOQV88,fruit_healthy,1.0,1.0,208.0,89.0,0.205078125,0.0888671875,0.40625,0.173828125
679,ID_65YOQV88,fruit_healthy,118.0,152.0,253.5,215.5,0.47802734375,0.50732421875,0.4951171875,0.4208984375
680,ID_660TLEBG,fruit_brownspot,0.0,89.0,312.5,312.5,0.30517578125,0.47900390625,0.6103515625,0.6103515625
681,ID_66AH5L8K,fruit_healthy,0.0,267.0,97.5,83.0,0.09521484375,0.6025390625,0.1904296875,0.162109375
682,ID_66AH5L8K,fruit_healthy,79.5,254.5,58.5,59.5,0.21240234375,0.55517578125,0.1142578125,0.1162109375
683,ID_66AH5L8K,fruit_healthy,120.0,161.5,241.5,201.5,0.47021484375,0.51220703125,0.4716796875,0.3935546875
684,ID_66FB5PP0,fruit_healthy,137.0,217.0,188.0,155.0,0.451171875,0.5751953125,0.3671875,0.302734375
685,ID_66FB5PP0,fruit_healthy,273.0,289.0,104.0,87.0,0.634765625,0.6494140625,0.203125,0.169921875
686,ID_66FB5PP0,fruit_healthy,356.0,338.0,91.0,79.0,0.7841796875,0.7373046875,0.177734375,0.154296875
687,ID_66FB5PP0,fruit_healthy,85.0,10.0,143.0,127.0,0.3056640625,0.1435546875,0.279296875,0.248046875
688,ID_66MNZ06G,fruit_woodiness,198.0,172.5,187.5,235.5,0.56982421875,0.56689453125,0.3662109375,0.4599609375
689,ID_66Z5VL9Q,fruit_woodiness,338.0,291.0,158.5,139.0,0.81494140625,0.7041015625,0.3095703125,0.271484375
690,ID_66Z5VL9Q,fruit_woodiness,119.5,130.5,269.0,216.5,0.49609375,0.46630859375,0.525390625,0.4228515625
691,ID_68AP2KE2,fruit_woodiness,181.5,193.5,184.0,270.0,0.5341796875,0.6416015625,0.359375,0.52734375
692,ID_68NSQIET,fruit_brownspot,60.0,139.5,252.5,229.5,0.36376953125,0.49658203125,0.4931640625,0.4482421875
693,ID_68RQZNK5,fruit_healthy,86.0,159.0,315.5,268.0,0.47607421875,0.572265625,0.6162109375,0.5234375
694,ID_68RQZNK5,fruit_healthy,311.5,0.0,200.5,130.0,0.80419921875,0.126953125,0.3916015625,0.25390625
695,ID_6BW5G6I4,fruit_brownspot,11.0,141.0,362.0,292.0,0.375,0.560546875,0.70703125,0.5703125
696,ID_6C0FAQJF,fruit_brownspot,79.5,209.5,285.5,251.5,0.43408203125,0.65478515625,0.5576171875,0.4912109375
697,ID_6C1D9WAK,fruit_healthy,106.5,154.0,272.0,213.5,0.4736328125,0.50927734375,0.53125,0.4169921875
698,ID_6C3XM7AU,fruit_brownspot,130.5,137.5,343.0,273.0,0.58984375,0.53515625,0.669921875,0.533203125
699,ID_6C3XM7AU,fruit_brownspot,412.5,124.0,99.5,188.0,0.90283203125,0.42578125,0.1943359375,0.3671875
700,ID_6CN5EACU,fruit_woodiness,133.0,216.5,211.5,261.0,0.46630859375,0.677734375,0.4130859375,0.509765625
701,ID_6D050EM1,fruit_healthy,330.0,206.0,84.0,70.5,0.7265625,0.47119140625,0.1640625,0.1376953125
702,ID_6D050EM1,fruit_healthy,335.0,367.5,87.0,80.5,0.7392578125,0.79638671875,0.169921875,0.1572265625
703,ID_6D050EM1,fruit_healthy,445.0,416.5,67.0,95.5,0.9345703125,0.90673828125,0.130859375,0.1865234375
704,ID_6D050EM1,fruit_healthy,129.5,182.0,199.0,166.0,0.447265625,0.517578125,0.388671875,0.32421875
705,ID_6DCWU3QK,fruit_brownspot,79.5,343.5,85.0,61.5,0.23828125,0.73095703125,0.166015625,0.1201171875
706,ID_6DCWU3QK,fruit_brownspot,175.0,330.5,81.5,59.5,0.42138671875,0.70361328125,0.1591796875,0.1162109375
707,ID_6DCWU3QK,fruit_brownspot,65.5,18.5,328.5,263.0,0.44873046875,0.29296875,0.6416015625,0.513671875
708,ID_6DCWU3QK,fruit_brownspot,0.0,287.5,72.5,104.5,0.07080078125,0.66357421875,0.1416015625,0.2041015625
709,ID_6DGZC1ZP,fruit_healthy,103.0,235.5,290.0,251.0,0.484375,0.705078125,0.56640625,0.490234375
710,ID_6DGZC1ZP,fruit_healthy,0.0,0.0,205.0,168.5,0.2001953125,0.16455078125,0.400390625,0.3291015625
711,ID_6DHI7WB5,fruit_brownspot,125.0,35.0,243.5,407.0,0.48193359375,0.4658203125,0.4755859375,0.794921875
712,ID_6DHXTKZF,fruit_brownspot,72.5,152.5,268.0,221.0,0.4033203125,0.513671875,0.5234375,0.431640625
713,ID_6E5VW6DC,fruit_brownspot,57.5,181.5,375.0,201.5,0.478515625,0.55126953125,0.732421875,0.3935546875
714,ID_6EFOYN26,fruit_healthy,0.0,1.0,265.5,155.5,0.25927734375,0.15380859375,0.5185546875,0.3037109375
715,ID_6EFOYN26,fruit_healthy,91.0,123.5,334.0,262.5,0.50390625,0.49755859375,0.65234375,0.5126953125
716,ID_6EGDTA0Q,fruit_woodiness,426.5,259.5,85.5,200.0,0.91650390625,0.7021484375,0.1669921875,0.390625
717,ID_6EGDTA0Q,fruit_woodiness,73.0,153.5,203.0,252.5,0.3408203125,0.54638671875,0.396484375,0.4931640625
718,ID_6FV2KC24,fruit_healthy,86.5,163.0,264.0,225.0,0.4267578125,0.5380859375,0.515625,0.439453125
719,ID_6G1U2MLH,fruit_brownspot,67.0,84.5,254.0,192.0,0.37890625,0.3525390625,0.49609375,0.375
720,ID_6G8JXIHQ,fruit_healthy,144.5,132.5,261.0,225.0,0.537109375,0.478515625,0.509765625,0.439453125
721,ID_6GCB35GZ,fruit_healthy,85.0,183.0,302.0,249.0,0.4609375,0.6005859375,0.58984375,0.486328125
722,ID_6HFXEGBM,fruit_brownspot,156.0,138.5,144.0,268.0,0.4453125,0.5322265625,0.28125,0.5234375
723,ID_6HGPRBZ8,fruit_brownspot,105.5,79.0,322.0,202.5,0.5205078125,0.35205078125,0.62890625,0.3955078125
724,ID_6HVRZAMI,fruit_woodiness,136.0,112.5,292.5,229.0,0.55126953125,0.443359375,0.5712890625,0.447265625
725,ID_6I1CBB05,fruit_woodiness,125.5,121.0,257.5,215.5,0.49658203125,0.44677734375,0.5029296875,0.4208984375
726,ID_6IKWCSUP,fruit_woodiness,53.0,0.0,294.5,389.0,0.39111328125,0.3798828125,0.5751953125,0.759765625
727,ID_6J2WWZOY,fruit_healthy,69.0,172.0,327.5,265.0,0.45458984375,0.5947265625,0.6396484375,0.517578125
728,ID_6J2WWZOY,fruit_healthy,306.0,0.0,206.0,130.0,0.798828125,0.126953125,0.40234375,0.25390625
729,ID_6JFKYDPC,fruit_woodiness,158.5,0.0,236.5,81.0,0.54052734375,0.0791015625,0.4619140625,0.158203125
730,ID_6JFKYDPC,fruit_woodiness,192.0,197.5,197.5,167.5,0.56787109375,0.54931640625,0.3857421875,0.3271484375
731,ID_6JXUV0G8,fruit_brownspot,42.5,16.0,304.0,258.5,0.3798828125,0.28369140625,0.59375,0.5048828125
732,ID_6JYPDBR1,fruit_brownspot,8.0,84.0,382.5,233.5,0.38916015625,0.39208984375,0.7470703125,0.4560546875
733,ID_6K6M2MQZ,fruit_woodiness,151.0,79.0,298.5,225.0,0.58642578125,0.3740234375,0.5830078125,0.439453125
734,ID_6K7F8CW3,fruit_woodiness,1.5,163.0,367.0,259.5,0.361328125,0.57177734375,0.716796875,0.5068359375
735,ID_6K8B28RP,fruit_brownspot,335.5,111.5,176.5,181.5,0.82763671875,0.39501953125,0.3447265625,0.3544921875
736,ID_6KAPZ1WS,fruit_brownspot,0.0,208.0,220.0,242.5,0.21484375,0.64306640625,0.4296875,0.4736328125
737,ID_6KBWMUBY,fruit_brownspot,42.5,144.5,307.0,237.0,0.3828125,0.513671875,0.599609375,0.462890625
738,ID_6KBWMUBY,fruit_brownspot,39.0,440.0,106.0,72.0,0.1796875,0.9296875,0.20703125,0.140625
739,ID_6KKWFGSG,fruit_brownspot,169.5,76.0,288.0,257.5,0.6123046875,0.39990234375,0.5625,0.5029296875
740,ID_6KUFTO1N,fruit_healthy,138.0,171.0,254.0,218.5,0.517578125,0.54736328125,0.49609375,0.4267578125
741,ID_6MSDH7YR,fruit_healthy,120.0,161.5,230.5,189.0,0.45947265625,0.5,0.4501953125,0.369140625
742,ID_6MSDH7YR,fruit_healthy,354.5,203.5,97.0,79.0,0.787109375,0.474609375,0.189453125,0.154296875
743,ID_6MYR0EHQ,fruit_brownspot,89.0,173.5,316.5,266.5,0.48291015625,0.59912109375,0.6181640625,0.5205078125
744,ID_6NAGU5NW,fruit_healthy,1.5,132.0,37.5,103.5,0.03955078125,0.35888671875,0.0732421875,0.2021484375
745,ID_6NAGU5NW,fruit_healthy,121.0,155.5,219.0,189.0,0.4501953125,0.48828125,0.427734375,0.369140625
746,ID_6NMQ266V,fruit_healthy,47.0,131.0,346.0,279.0,0.4296875,0.5283203125,0.67578125,0.544921875
747,ID_6NRU86OI,fruit_healthy,63.0,149.0,294.0,232.0,0.41015625,0.517578125,0.57421875,0.453125
748,ID_6OQRWPX3,fruit_woodiness,212.0,216.5,157.5,197.5,0.56787109375,0.61572265625,0.3076171875,0.3857421875
749,ID_6P3OEAWJ,fruit_woodiness,221.5,150.5,216.5,304.5,0.64404296875,0.59130859375,0.4228515625,0.5947265625
750,ID_6P3OEAWJ,fruit_woodiness,176.0,228.0,67.5,161.0,0.40966796875,0.6025390625,0.1318359375,0.314453125
751,ID_6Q4BE8IO,fruit_woodiness,42.5,296.5,70.5,83.0,0.15185546875,0.66015625,0.1376953125,0.162109375
752,ID_6Q4BE8IO,fruit_woodiness,246.5,247.0,132.5,162.0,0.61083984375,0.640625,0.2587890625,0.31640625
753,ID_6QGXPHA2,fruit_brownspot,0.0,0.0,338.5,137.5,0.33056640625,0.13427734375,0.6611328125,0.2685546875
754,ID_6QGXPHA2,fruit_brownspot,104.5,125.5,373.5,236.0,0.56884765625,0.4755859375,0.7294921875,0.4609375
